"Title","Developer","Publisher","First released","JP","EU / PAL","NA"
"GetBackers Dakkanya: Urashinshiku Saikyou Battle","Konami","Konami","2004-04-29JP","✔","",""
"Getsumento Heiki Mina: Futatsu no Project M","Idea Factory","Idea Factory","2007-07-26JP","✔","",""
"Ghost in the Shell: Stand Alone Complex•Koukaku Kidoutai: Stand Alone ComplexJP, KO","Cavia","Sony Computer EntertainmentJP, KO, BandaiNA, PAL","2004-03-04JP","✔JP, KO","✔","✔"
"Ghost Master: The Gravenville Chronicles","Empire Interactive","Empire Interactive","2004-08-27EU","","✔",""
"Ghost Rider","Climax Group","2K Games","2007-02-13NA","","✔","✔"
"Ghost Vibration","Artoon","Eidos InteractiveJP, InfogramesEU","2002-07-04JP","✔","✔",""
"Ghostbusters: The Video Game","Red Fly Studio","Atari NA, Sony Computer EntertainmentPAL","2009-06-16NA","","✔","✔"
"Ghosthunter","SCE Studio Cambridge","Sony Computer EntertainmentEU, NamcoNA, Electronic ArtsJP","2003-12-05EU","✔","✔","✔"
"Giant Robo: The Animation - Chikyuu ga Seishisuru Hi","Tamsoft","D3 Publisher","2004-11-03JP","✔","",""
"Giants: Citizen Kabuto","Planet Moon Studios","Interplay Entertainment","2001-12-20NA","","✔","✔"
"Gift","EKO Software","Cryo Interactive","2001-07-06EU","","✔",""
"Gift: Prism","Moonstone","Sweets","2006-10-19JP","✔","",""
"Gigawing Generations•Yokushin: Giga Wing GenerationsJP","Takumi Corporation","TaitoJP, 505 Game StreetEU","2005-03-24JP","✔","✔",""
"Gin no Eclipse","NIne'sFox","NIne'sFox","2008-07-31JP","✔","",""
"Gintama Gin-San to Issho! Boku no Kabuki Machi Nikki","Bandai Namco Games","Bandai Namco Games","2007-08-30JP","✔","",""
"Girl Zone","Mere Mortals","Phoenix Games","2005EU","","✔",""
"Girls Bravo: Romance 15's","Kadokawa Games","Kadokawa Games","2005-01-27JP","✔","",""
"GitaDora! Guitar Freaks 4th Mix & DrumMania 3rd Mix","Konami","Konami","2001-09-20JP","✔","",""
"Gitaroo Man","Koei/Inis","Koei","2001-06-21JP","✔","✔","✔"
"Gladiator: Sword of Vengeance","Acclaim Studios Manchester","Acclaim Entertainment","2003-11-05NA","","✔","✔"
"Gladius","LucasArts","LucasArtsNA, ActivisionEU","2003-10-28NA","","✔","✔"
"Glass Rose•Garasu no BaraJP","Cing","Capcom","2003-11-06JP","✔","✔",""
"Global Defence Force•Simple 2000 Series Vol. 81: The Chikyuu Boueigun 2JP•The Terra Defence Force 2KO","Sandlot","D3 PublisherJP, KO, Essential GamesEU","2005-07-28JP","✔JP, KO","✔",""
"Global Defence Force: Tactics•Simple 2000 Series Vol. 103: The Chikyuu Boueigun TacticsJP","Sandlot","D3 PublisherJP, Essential GamesEU","2006-07-27JP","✔","✔",""
"Global Folktale","Idea Factory","Idea Factory","2001-10-25JP","✔","",""
"Global Touring Challenge: Africa","Rage Software","XplosivPAL, Majesco EntertainmentNA, SuccessJP","2001-11-16EU","✔","✔","✔"
"Go, Diego, Go! Great Dinosaur Rescue","High Voltage Software","2K Play","2008-10-27NA","","✔","✔"
"Go, Diego, Go! Safari Rescue","High Voltage Software","2K Play","2008-02-11NA","","✔","✔"
"Go Go Copter•PuchiCopterJP","Aqua Systems","Aqua SystemsJP, Empire InteractiveEU","2003-03-13JP","✔","✔",""
"Go Go Golf•Magical Sports Go Go GolfJP","Mahou","MahouJP, Midas Interactive EntertainmentEU","2000-09-21JP","✔","✔",""
"Go Kart Rally","Phoenix Games","Phoenix Games","2007-04-20EU","","✔",""
"Goblin Commander: Unleash the Horde","Jaleco Entertainment","Jaleco Entertainment","2003-11-11NA","","✔","✔"
"Gobuato no Sekai","Media Factory","Media Factory","2001-08-02JP","✔","",""
"God Hand","Clover Studio","Capcom","2006-09-14JP","✔JP, KO","✔","✔"
"God of War","Santa Monica Studio","Sony Computer EntertainmentKO, NA, PAL, CapcomJP","2005-03-22NA","✔JP, KO","✔","✔"
"God of War II•God of War II: Shuuen No JokyokuJP","Santa Monica Studio","Sony Computer EntertainmentKO, NA, PAL, CapcomJP","2007-03-13NA","✔JP, KO","✔","✔"
"Godai Elemental Force","3DO","3DO","2002-01-21NA","","✔","✔"
"The Godfather•Der PateDE•El PadrinoES•Il PadrinoIT•Le ParrainFR","Page 44 Studios","Electronic Arts","2006-03-03KO","✔JP, KO","✔","✔"
"Godzilla: Save the Earth•Godzilla Kaijuu Dairansen: Chikyuu Saishuu KessenJP","Pipeworks Studios","Atari","2004-11-02NA","✔","✔","✔"
"Godzilla: Unleashed","Pipeworks Studios","Atari","2007-11-20NA","","✔","✔"
"Gokujou Seitokai","Konami","Konami","2005-09-15JP","✔","",""
"Gokuraku Jan Premium","Enterbrain","DigiCube","2003-07-31JP","✔","",""
"Gold X","Aruze","Nippon Amuse","2003-11-27JP","✔","",""
"Golden Age of Racing","Brain in a Jar","Midas Interactive Entertainment","2005-09-02EU","","✔",""
"The Golden Compass","Shiny Entertainment","Sega","2007-11-30NA","","✔","✔"
"GoldenEye: Rogue Agent•GoldenEye: Dark AgentJP","Electronic Arts","Electronic Arts","2004-11-22NA","✔","✔","✔"
"Golf Navigator Vol. 1","Dual","Spike","2001-06-28JP","✔","",""
"Golf Navigator Vol. 2","Dual","Spike","2001-06-28JP","✔","",""
"Golf Navigator Vol. 3","Dual","Spike","2001-09-06JP","✔","",""
"Golf Navigator Vol. 4","Dual","Spike","2001-09-20JP","✔","",""
"Golf Paradise DX","T&E Soft","T&E Soft","2000-12-14JP","✔","",""
"Goosebumps HorrorLand","Gusto Games","Scholastic, Inc.","2008-10-30NA","","","✔"
"Gradius III and IV•Gradius III and IV: Fukkatsu no ShinwaJP","Konami","Konami","2000-04-13JP","✔","✔","✔"
"Gradius V","Konami","Konami","2004-07-22JP","✔JP, KO","✔","✔"
"Graffiti Kingdom•Rakugaki Oukoku 2JP","Taito","TaitoJP, 505 Game StreetEU, Hot-BNA","2004-09-22NA","✔","✔","✔"
"Gran Turismo 3 A-Spec","Polyphony Digital","Sony Computer Entertainment","2001-04-28JP","✔","✔","✔"
"Gran Turismo 4","Polyphony Digital","Sony Computer Entertainment","2004-12-28AS, JP","✔AS, JP, KO","✔","✔"
"Gran Turismo 4 Prologue•Gran Turismo 4: Prologue EditionJP","Polyphony Digital","Sony Computer Entertainment","2003-12-04JP","✔","✔",""
"Gran Turismo Concept: 2001 Tokyo","Polyphony Digital","Sony Computer Entertainment","2002-01-01JP","✔","",""
"Gran Turismo Concept 2002 Tokyo-Geneva","Polyphony Digital","Sony Computer Entertainment","2002-07-19EU","","✔",""
"Gran Turismo Concept 2002 Tokyo-Seoul","Polyphony Digital","Sony Computer Entertainment","2002-05-16KO","✔KO","",""
"Grand Prix Challenge","Infogrames Melbourne House","Infogrames","2002-11-22EU","✔","✔","✔"
"Grand Theft Auto III","DMA Design","Rockstar GamesNA, Take-Two InteractivePAL, CapcomJP","2001-10-22NA","✔","✔","✔"
"Grand Theft Auto: Liberty City Stories","Rockstar Leeds","Rockstar GamesNA, PAL, CapcomJP","2006-06-06NA","✔","✔","✔"
"Grand Theft Auto: San Andreas","Rockstar North","Rockstar GamesNA, PAL, CapcomJP","2004-10-26NA","✔","✔","✔"
"Grand Theft Auto: Vice City","Rockstar North","Rockstar GamesNA, PAL, CapcomJP","2002-10-29NA","✔","✔","✔"
"Grand Theft Auto: Vice City Stories","Rockstar Leeds","Rockstar GamesNA, PAL, CapcomJP","2007-03-05NA","✔","✔","✔"
"Grandia II","Game Arts","UbisoftEU, NA, EnixJP","2002-01-28NA","✔","✔","✔"
"Grandia III","Game Arts","Square Enix","2005-08-04JP","✔","","✔"
"Grandia Xtreme","Game Arts","Enix","2002-01-31JP","✔","","✔"
"Gravity Games Bike: Street. Vert. Dirt.","Midway Games","Midway Games","2002-06-27NA","","✔","✔"
"The Great British Football Quiz","Liquid Games","Oxygen Games","2005-10-07EU","","✔",""
"The Great Escape•Daidassou: The Great EscapeJP","Pivotal Games","SCiEU, Gotham GamesNA, Marvelous EntertainmentJP","2003-08-29EU","✔","✔","✔"
"Green Green: Kane no Oto Dynamic","Success","Success","2003-04-24JP","✔","",""
"Green Green: Kane no Oto Romantic","Success","Success","2003-04-24JP","✔","",""
"Greg Hastings Tournament Paintball MAX'D","The Whole Experience","Activision","2006-09-26NA","","","✔"
"Gregory Horror Show•Gregory Horror Show: Soul CollectorJP","Capcom","Capcom","2003-08-07JP","✔","✔",""
"Gretzky NHL 06","Page 44 Studios","Sony Computer Entertainment","2005-09-20NA","","","✔"
"Gretzky NHL 2005","Page 44 Studios","Sony Computer Entertainment","2004-11-09NA","","","✔"
"The Grim Adventures of Billy & Mandy","High Voltage Software","Midway Games","2006-09-25NA","","","✔"
"GrimGrimoire","Vanillaware","Nippon Ichi SoftwareJP, KO, NIS AmericaNA, KoeiPAL","2007-04-12JP","✔JP, KO","✔","✔"
"Grooverider: Slot Car Racing","King of the Jungle","Play It!","2005-01-28EU","","✔",""
"Growlanser II: The Sense of Justice","Career Soft","Atlus","2001-07-26JP","✔","",""
"Growlanser III: The Dual Darkness","Career Soft","Atlus","2001-12-06JP","✔","",""
"Growlanser IV: Wayfarer of the Time","Career Soft","Atlus","2003-12-18JP","✔","",""
"Growlanser IV: Wayfarer of the Time - Return","Career Soft","Atlus","2005-03-10JP","✔","",""
"Growlanser VI: Precarious World","Career Soft","Atlus","2007-06-21JP","✔","",""
"Growlanser: Heritage of War•Growlanser V GenerationsJP","Career Soft","AtlusJP, NA, Rising Star GamesEU","2006-08-03JP","✔","✔","✔"
"GT Racers","Aqua Pacific","Oxygen Games","2004-11-05EU","","✔",""
"GT-R 400","Kuju Entertainment","Midas Interactive Entertainment","2004-06-25EU","","✔",""
"GT-R Touring","Kuju Entertainment","Midas Interactive Entertainment","2006-10-11EU","","✔",""
"Guardian Angel","Vridge","Datam Polystar","2003-02-27JP","✔","",""
"Guerrilla Strike","Phoenix Games","Phoenix Games","2006EU","","✔",""
"Guilty Gear Isuka","Arc System Works","Sammy StudiosJP, NA, 505 Game StreetEU","2004-07-29JP","✔","✔","✔"
"Guilty Gear X","Arc System Works","Sammy StudiosNA, Virgin InteractiveEU","2001-09-30NA","","✔","✔"
"Guilty Gear X Plus","Arc System Works","Sammy Studios","2001-11-29JP","✔","",""
"Guilty Gear X2•Guilty Gear XX: The Midnight CarnivalJP","Arc System Works","Sammy Studios","2002-12-12JP","✔","✔","✔"
"Guilty Gear X2 #Reload•Guilty Gear XX: The Midnight Carnival #ReloadJP","Arc System Works","Sammy StudiosJP, KO, Zoo Digital PublishingEU","2003-07-31JP","✔JP, KO","✔",""
"Guilty Gear XX: Accent Core","Arc System Works","Arc System WorksNA, Aksys GamesNA","2007-05-31JP","✔","","✔"
"Guilty Gear XX: Accent Core Plus","Arc System Works","Arc System WorksJP, Aksys GamesNA, PQubeEU","2008-03-27JP","✔","✔","✔"
"Guilty Gear XX: Slash","Arc System Works","Sega","2006-04-13JP","✔","",""
"Guisard Revolution: Bokura wa Omoi o Mi ni Matou","KID","KID","2005-03-03JP","✔","",""
"GuitarFreaks 3rd Mix & DrumMania 2nd Mix","Konami","Konami","2000-12-07JP","✔","",""
"GuitarFreaks & DrumMania: Masterpiece Gold","Konami","Konami","2007-03-08JP","✔","",""
"GuitarFreaks & DrumMania: Masterpiece Silver","Konami","Konami","2006-08-31JP","✔","",""
"GuitarFreaks V & DrumMania V","Konami","Konami","2006-03-16JP","✔","",""
"GuitarFreaks V2 & DrumMania V2","Konami","Konami","2006-11-22JP","✔","",""
"GuitarFreaks V3 & DrumMania V3","Konami","Konami","2007-10-04JP","✔","",""
"Guitar Hero","Harmonix","RedOctane","2005-11-07NA","","✔","✔"
"Guitar Hero II","Harmonix","RedOctaneEU, NA, ActivisionAU","2006-11-07NA","","✔","✔"
"Guitar Hero III: Legends of Rock","Neversoft","RedOctaneNA, ActivisionJP, PAL","2007-10-28NA","✔","✔","✔"
"Guitar Hero 5","Budcat Creations","Activision","2009-09-01NA","","✔","✔"
"Guitar Hero: Aerosmith","Budcat Creations","Activision","2008-06-27EU","✔","✔","✔"
"Guitar Hero Encore: Rocks the 80s","Harmonix","Activision","2007-07-24NA","","✔","✔"
"Guitar Hero: Metallica","Neversoft","Activision","2009-04-14NA","","✔","✔"
"Guitar Hero Smash Hits•Guitar Hero: Greatest HitsPAL","Beenox","Activision","2009-06-16NA","","✔","✔"
"Guitar Hero: Van Halen","Neversoft","Activision","2009-12-22NA","","✔AU","✔"
"Guitar Hero World Tour","Budcat Creations","Activision","2008-10-26NA","","✔","✔"
"Gumball 3000","Climax Studios","SCi Entertainment","2002-09-20EU","","✔",""
"Gun","Neversoft","Activision","2005-11-08NA","","✔","✔"
"Gunbird Special Edition•Gunbird 1 & 2 JP•Gunbird Premium PackageKO","Neversoft","Activision","2004-02-19JP","✔JP, KO","✔",""
"Guncom 2•Death Crimson OX+JP","Ecole Software","Ecole SoftwareJP, Play It!EU","2003-11-27JP","✔","✔",""
"Gundam Musou Special","Koei","Namco","2008-02-28JP","✔","",""
"Gunfighter II: Revenge of Jesse James","Rebellion Developments","Ubisoft","2003-03-28EU","","✔",""
"Gungrave","Red Entertainment","Sega","2002-07-18JP","✔","✔","✔"
"Gungrave: Overdose•Gungrave ODJP","Red Entertainment","Red EntertainmentJP, MastiffNA, Play It!EU","2004-03-04JP","✔","✔","✔"
"Gungriffon Blaze","Game Arts","CapcomJP, Working DesignsNA, Swing! DeutschlandEU","2000-08-10JP","✔","✔","✔"
"Gunparade Orchestra: Ao no Shou","Alfa System","Sony Computer Entertainment","2006-07-20JP","✔","",""
"Gunparade Orchestra: Midori no Shou","Alfa System","Sony Computer Entertainment","2006-03-30JP","✔","",""
"Gunparade Orchestra: Shiro no Shou","Alfa System","Sony Computer Entertainment","2006-01-12JP","✔","",""
"Gunslinger Girl Volume I","Marvelous Entertainment","Bandai","2004-04-08JP","✔","",""
"Gunslinger Girl Volume II","Marvelous Entertainment","Bandai","2004-06-17JP","✔","",""
"Gunslinger Girl Volume III","Marvelous Entertainment","Bandai","2004-08-19JP","✔","",""
"Gunvari Collection + Time Crisis","Namco","Namco","2002-12-12JP","✔","",""
"Guts da!! Mori no Ishimatsu","Aruze Corporation","Aruze Corporation","2005-03-31JP","✔","",""
"The Guy Game","Topheavy Studios","Gathering of Developers","2004-08-31NA","","","✔"
"H2O+: Footprints in the Sand","Makura","Regista","2008-04-24JP","✔",""
"Habitrail Hamster Ball","Data Design Interactive","Phoenix Games","2005EU","","✔",""
"Hachi-One Diver","SilverStar","SilverStar","2009-09-17JP","✔","",""
"Hai-Shin 3","DigiCube","DigiCube","2002-12-19JP","✔","",""
"Hajime no Ippo 2: Victorious Road","ESP Software","ESP Software","2004-01-29JP","✔","",""
"Hajime no Ippo: Victorious Boxers - Championship Version","ESP Software","ESP Software","2002-06-27JP","✔","",""
"The Hajimete no RPG•Simple 2000 Series Vol. 44: The Hajimete no RPGJP","HuneX","D3 Publisher","2004-01-29JP","✔","",""
"Hakarena Heart: Kimi ga Tame ni Kagayaki o","Russel","Russel","2007-12-13JP","✔","",""
"Hakoniwa Tetsudou: Blue Train Tokkyuuhen","Success","Success","2002-05-30JP","✔","",""
"Hakuouki","Idea Factory","Idea Factory","2008-09-18JP","✔","",""
"Hakuouki: Reimeiroku","Idea Factory","Idea Factory","2010-10-28JP","✔","",""
"Hakuouki: Zuisouroku","Idea Factory","Idea Factory","2009-08-27JP","✔","",""
"Hakushaku to Yousei: Yume to Kizuna ni Omoi Hasete","5pb","5pb","2009-04-30JP","✔","",""
"Half-Life","Gearbox Software","Sierra Entertainment","2001-11-11NA","","✔","✔"
"Hametsu no Mars","Design Factory","Idea Factory","2005-05-26JP","✔","",""
"Hamster Heroes","Data Design Interactive","Metro3D","2005-07-15EU","","✔",""
"Hana to Otome ni Shukufuku o: Harukaze no Okurimono","Alchemist","Alchemist","2010-07-08JP","✔","",""
"Hana to Taiyou to Ame to","Grasshopper Manufacture","Victor Interactive Software","2001-05-02JP","✔","",""
"Hanabi Hyakkei","Aruze Corporation","Nippon Amuse","2003-10-30JP","✔","",""
"Hanabi Shokunin Ninarou 2","Mahou","Mahou","2003-06-26JP","✔","",""
"Hanafuda•SuperLite 2000 Table: HanafudaJP","Success","Success","2004-05-13JP","✔","",""
"Hanakisou","HaccaWorks","Prototype","2006-07-06JP","✔","",""
"The Hanasou Eigo no Tabi•Simple 2000 Series Vol. 76: The Hanasou Eigo no TabiJP","HuneX","D3 Publisher","2005-04-14JP","✔","",""
"The Hanasou Kankokugo no Tabi•Simple 2000 Series Vol. 77: The Hanasou Kankokugo no TabiJP","HuneX","D3 Publisher","2005-04-14JP","✔","",""
"Hanayoi Romanesque: Ai to Kanashimi Sore wa Kimi no Tame no Aria","Vridge","Marvelous Entertainment","2008-05-29JP","✔","",""
"Hanjuku Eiyuu 4: 7-Jin no Hanjuku Eiyuu","Square Enix","Square Enix","2005-05-26JP","✔","",""
"Hanjuku Eiyuu Tai 3D","Square Enix","Square Enix","2003-06-26JP","✔","",""
"Hannspree Ten Kate Honda SBK•SBK-07 Superbike World ChampionshipEU•SBK: Superbike World Championship 2007AU","Milestone srl","Black Bean GamesPAL, Valcon GamesNA","2007-05-18EU","","✔","✔"
"Hansel & Gretel","Phoenix Games","Phoenix Games","2006-11-24EU","","✔",""
"Hanuman: Boy Warrior","Aurona","Sony Computer Entertainment Europe","2009-03-25IN","","✔IN",""
"Happiness! De-Lucks","Marvelous Entertainment","Marvelous Entertainment","2007-01-25JP","✔","",""
"Happy Breeding: Cheerful Party","PrincessSoft","PrincessSoft","2003-02-27JP","✔","",""
"Happy Feet","A2M","Midway Games","2006-11-14NA","","✔","✔"
"Happy! Happy!! Boarders in Hokkaido","Racjin","Atlus","2000-12-14JP","✔","",""
"Hard Hitter Tennis•Magical Sports: Hard Hitter 2JP•Hard Hitter 2EU","Magical Company","MahouJP, AtlusNA, Midas Interactive EntertainmentEU","2002-02-07JP","✔","✔","✔"
"Hard Knock High•Simple 2000 Series Vol. 107: The Honoo no Kakutou BanchouJP","Opus","D3 PublisherJP, Essential GamesEU","2006-09-14JP","✔","✔",""
"Hard Rock Casino","FarSight Studios","Crave EntertainmentNA, Oxygen GamesPAL","2006-11-27NA","","✔","✔"
"Hardware: Online Arena","London Studio","Sony Computer Entertainment Europe","2003-11-07EU","","✔",""
"Harley-Davidson Motorcycles: Race to the Rally","Fun Labs","Activision","2006-11-27NA","","✔","✔"
"Harry Potter and the Chamber of Secrets•Harry Potter to Himitsu no HeyaJP","Eurocom","Electronic Arts","2002-11-05NA","✔","✔","✔"
"Harry Potter and the Goblet of Fire","EA UK","Electronic Arts","2005-11-08NA","","✔","✔"
"Harry Potter and the Half-Blood Prince","EA Bright Light","Electronic Arts","2009-06-30NA","","✔","✔"
"Harry Potter and the Order of the Phoenix•Harry Potter to Fushichou no KishidanJP","Electronic Arts","Electronic Arts","2007-06-25NA","✔JP, KO","✔","✔"
"Harry Potter and the Prisoner of Azkaban•Harry Potter to Azkaban no ShuujinJP","Electronic Arts","Electronic Arts","2004-05-29EU","✔","✔","✔"
"Harry Potter and the Sorcerer's Stone•Harry Potter and the Philosopher's StoneEU•Harry Potter to Kenja no IshiJP","Warthog","Electronic Arts","2003-12-09NA","✔","✔","✔"
"Harry Potter: Quidditch World Cup","EA UK","Electronic Arts","2003-10-28NA","✔","✔","✔"
"Haru no Ashioto: Step of Spring","Alchemist","Alchemist","2006-04-06JP","✔","",""
"Harukanaru Toki no Naka de 2•Harukanaru Toki no Naka de 2 + 1JP","Koei","Koei","2002-02-28JP","✔","",""
"Harukanaru Toki no Naka de 3","Koei","Koei","2004-12-22JP","✔","",""
"Harukanaru Toki no Naka de 3: Izayoiki","Koei","Koei","2005-09-22JP","✔","",""
"Harukanaru Toki no Naka de 3: Unmei no Labyrinth","Koei","Koei","2006-03-23JP","✔","",""
"Harukanaru Toki no Naka de 4","Koei","Koei","2008-06-19JP","✔","",""
"Harukanaru Toki no Naka de: Hachiyoushou","Koei","Koei","2005-04-01JP","✔","",""
"Harukanaru Toki no Naka de: Maihitoyo","Koei","Koei","2006-09-21JP","✔","",""
"Harukanaru Toki no Naka de: Yumenoukihashi Special","Koei","Koei","2009-01-29JP","✔","",""
"Harvest Moon: A Wonderful Life•Bokujou Monogatari: Oh! Wonderful LifeJP","Tose","Marvelous EntertainmentJP, Natsume Inc.NA, 505 Game StreetEU","2004-11-11JP","✔","✔","✔"
"Harvest Moon: Save the Homeland•Bokujou Monogatari 3: Heart ni Hi o TsuketeJP","Victor Interactive Software","Victor Interactive SoftwareJP, Natsume Inc.NA","2001-11-22NA","✔","","✔"
"Harvey Birdman: Attorney at Law","High Voltage Software","Capcom","2008-01-08NA","","","✔"
